rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
49	1	2	5	0.3922803253867264	-3.455515744993777	N/A	195.85186431325954	C9H11NO3	[M + H]+	OUYCCCASQSFEME	InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)	tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O	0.267655462	1153;6057;71098;134618;450407;450408;450409;450610;2724449;3741725;4300518;5460804;5460805;5460807;5460811;5460812;5460814;5460819;5460820;5460822;10513366;10657063;6919035;6942100;12144755;12209698;12209699;12209703;12209704;12209705;12209706;12209707;12209714;12209715;12209716;12209718;12209719;12209720;12209722;12209728;12209730;12209731;10035292;10081061;10176393;10261774;10285839;11819702;11344427;10419891;16057302;16121128;16121129;18761740;16213418;16213445;16213583;16217563;22525020;22525021;22525022;25033054;24209846;24209847;25240685;25240941;25241510;25241511;46198802;46198803;46200025;46200026;46200027;46200028;46200029;46200030;46200031;46200180;46200178;46200179;46200181;46200182;46200183;46200184;46200325;46200326;46200327;46200328;46200329;46200486;51038299;51038519;46932123;54170871;54170875;56613523;56615578;56846617;66995444;67616738;71524149;71308851;87528069;87206347;90695549;91056413;90471999;90472602;101207897;102122882;102134361;102176480;101397207;101397208;101473587;102352870;102352865;102352866;102352868;102352869;102601143;102601262;102602318;102445951;102467108;119078552;118264389;118404240;121232915;121232916;124202800;124202884;129691772;129718953;129827297;131708673;131869542;138986902	HMDB:(158);PubChem class - food;SuperNatural:(SN00321715 SN00001300);ZINC bio:(ZINC00002234 ZINC00266964);additional;HSDB:(60-18-4);MeSH:(6057);Plantcyc:(TYR);PubMed;NORMAN:(NS00001880);COCONUT:(CNP0082847 CNP0082848 CNP0116237 CNP0273041);KNApSAcK:(1397);Natural Products:(UNPD23045 UNPD50706);PubChem:(1153 6057 71098 134618 450407 450408 450409 450610 2724449 3741725 4300518 5460804 5460805 5460807 5460811 5460812 5460814 5460819 5460820 5460822 10513366 10657063 6919035 6942100 12144755 12209698 12209699 12209703 12209704 12209705 12209706 12209707 12209714 12209715 12209716 12209718 12209719 12209720 12209722 12209728 12209730 12209731 10035292 10081061 10176393 10261774 10285839 11819702 11344427 10419891 16057302 16121128 16121129 18761740 16213418 16213445 16213583 16217563 22525020 22525021 22525022 25033054 24209846 24209847 25240685 25240941 25241510 25241511 46198802 46198803 46200025 46200026 46200027 46200028 46200029 46200030 46200031 46200180 46200178 46200179 46200181 46200182 46200183 46200184 46200325 46200326 46200327 46200328 46200329 46200486 51038299 51038519 46932123 54170871 54170875 56613523 56615578 56846617 66995444 67616738 71524149 71308851 87528069 87206347 90695549 91056413 90471999 90472602 101207897 102122882 102134361 102176480 101397207 101397208 101473587 102352870 102352865 102352866 102352868 102352869 102601143 102601262 102602318 102445951 102467108 119078552 118264389 118404240 121232915 121232916 124202800 124202884 129691772 129718953 129827297 131708673 131869542 138986902);CHEBI:(32760 32784 28479 32773 58315 32761 32775 32774 17895 32762 58570 18186 32786 32785);PubChem class - bio and metabolites;KEGG:(C00082 C06420 C01536);PubChem class - safety and toxic;YMDB:(364 805);Training Set;PubChem class - drug;Biocyc:(D-TYROSINE TYR)	255847294	182.0808359781901	59.331	22_Ga_QC_Iter_22
50	1	1	10	0.39209247071575964	-90.47069603592162	N/A	61.505128460497374	C26H44N6O9	[M + H]+	VQMICMIQIQOFHB	InChI=1S/C26H44N6O9/c1-13(2)12-17(26(40)41)30-24(38)21(14(3)4)31-23(37)18-6-5-11-32(18)25(39)16(8-10-20(34)35)29-22(36)15(27)7-9-19(28)33/h13-18,21H,5-12,27H2,1-4H3,(H2,28,33)(H,29,36)(H,30,38)(H,31,37)(H,34,35)(H,40,41)	null	CC(C)CC(C(=O)O)NC(=O)C(C(C)C)NC(=O)C1CCCN1C(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)N	-1.00525224	134827568	PubChem:(134827568);PubMed	66	585.3233235677084	171.844	87_Ga_QC_Iter_87
51	1	1	2	0.37469126217967424	-16.03915523860218	N/A	108.58943952120805	C10H16N2O2	[M + H]+	XLUAWXQORJEMBD	InChI=1S/C10H16N2O2/c1-6(2)8-10(14)12-5-3-4-7(12)9(13)11-8/h6-8H,3-5H2,1-2H3,(H,11,13)	Cyclo(-Pro-Val)	CC(C)C1C(=O)N2CCCC2C(=O)N1	0.800000012	98951;927560;6545869;6992260;6992261;10821724;21776426;102190978;102491879	COCONUT:(CNP0261443);KNApSAcK:(41466);Natural Products:(UNPD25943 UNPD46291 UNPD74085 UNPD137565);PubChem:(98951 927560 6545869 6992260 6992261 10821724 21776426 102190978 102491879);SuperNatural:(SN00002288 SN00001560 SN00002290 SN00002289);CHEBI:(69439);ZINC bio:(ZINC00517327 ZINC01564489 ZINC01564490 ZINC01564491);additional;MeSH:(98951 6992261);Training Set;PubMed	3727478	197.12896219889322	157.288	77_Ga_QC_Iter_77
52	1	1	1	0.37385676324204337	-8.849723606367048	N/A	49.46236257893274	C17H31N3O4	[M + H]+	JNTMAZFVYNDPLB	InChI=1S/C17H31N3O4/c1-5-10(3)13(18)16(22)20-9-7-8-12(20)15(21)19-14(17(23)24)11(4)6-2/h10-14H,5-9,18H2,1-4H3,(H,19,21)(H,23,24)	diprotin A	CCC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)O)N	1.24313486	3107;94701;7408144;7408145;13419895;11902899;46781405;98664144;124824909;124420575;139024587	COCONUT:(CNP0336221);KNApSAcK:(18579);PubChem:(3107 94701 7408144 7408145 13419895 11902899 46781405 98664144 124824909 124420575 139024587);CHEBI:(93213);ZINC bio:(ZINC02391110 ZINC03872319 ZINC03872320 ZINC03872321);additional;PubChem class - bio and metabolites;MeSH:(3107 94701);PubChem class - safety and toxic;Training Set;PubMed	86532214	342.2391052246094	188.633	98_Ga_QC_Iter_98
53	1	1	10	0.3694036399787954	-4.685876560373195	N/A	47.069406398847434	C10H14N5O7P	[M + H]+	UDMBCSSLTHHNCD	InChI=1S/C10H14N5O7P/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(22-10)1-21-23(18,19)20/h2-4,6-7,10,16-17H,1H2,(H2,11,12,13)(H2,18,19,20)	Phosaden	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N	-2.52502775	224;6083;515384;34768;1549370;1549371;83862;638042;644264;1780944;446048;3450688;5742864;3482394;5316444;12163610;12358354;12358355;10915407;15938965;16760266;16397049;25074416;40459109;40467049;40469468;42609785;45358029;44348067;46874558;46875232;57358045;57461573;60046036;59112131;57879893;57879902;57994455;58165917;92144436;102195238;102495638;122197642;139025050;139025108	HMDB:(45);SuperNatural:(SN00298528 SN00051430 SN00064236 SN00064343 SN00050552 SN00006216 SN00064237 SN00296188 SN00005643 SN00344240);ZINC bio:(ZINC01571045 ZINC01842158 ZINC02126310 ZINC03201889 ZINC03201891 ZINC03201893 ZINC03830180 ZINC03860156 ZINC03977897 ZINC08613167 ZINC13518964);additional;HSDB:(61-19-8);MeSH:(224 6083 34768 515384 12358354);Plantcyc:(AMP CPD0-1139);PubMed;NORMAN:(NS00013345);COCONUT:(CNP0216781 CNP0360343 CNP0398828);KNApSAcK:(19347);Natural Products:(UNPD130030 UNPD151359 UNPD182285);PubChem:(224 6083 515384 34768 1549370 1549371 83862 638042 644264 1780944 446048 3450688 5742864 3482394 5316444 12163610 12358354 12358355 10915407 15938965 16760266 16397049 25074416 40459109 40467049 40469468 42609785 45358029 44348067 46874558 46875232 57358045 57461573 60046036 59112131 57879893 57879902 57994455 58165917 92144436 102195238 102495638 122197642 139025050 139025108);CHEBI:(16027 456215 95121);PubChem class - bio and metabolites;KEGG:(C00020);PubChem class - safety and toxic;YMDB:(97);Training Set;PubChem class - drug;Biocyc:(SMA-0000085 AMP CPD0-1139)	121629566	348.0700276692708	43.471	12_Ga_QC_Iter_12
54	1	1	10	0.36819743319867776	-331.9309207232565	N/A	126.25436378465221	C47H78N6O7	[M + H]+	LXNZOJGPYBTQHD	InChI=1S/C47H78N6O7/c1-16-20-21-22-25-34(11)42(55)50(14)40(32(9)17-2)46(59)51(15)41(33(10)18-3)45(58)48(12)38(30(5)6)44(57)49(13)39(31(7)8)47(60)53-29-24-27-36(53)43(56)52-28-23-26-35(52)37(54)19-4/h1,25,30-33,35-36,38-41H,17-24,26-29H2,2-15H3	null	CCC(C)C(C(=O)N(C)C(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)CC)N(C)C(=O)C(C(C)CC)N(C)C(=O)C(=CCCCC#C)C	7.0	122193699	PubChem:(122193699);PubMed	66	839.6031188964844	375.158	192_Ga_QC_Iter_192
55	1	1	5	0.3648105438177748	-25.750245721386133	N/A	43.870042350460494	C15H25N3O6	[M + H]+	RMWAOBGCZZSJHE	InChI=1S/C15H25N3O6/c1-8(2)12(17-13(21)9(16)5-6-11(19)20)14(22)18-7-3-4-10(18)15(23)24/h8-10,12H,3-7,16H2,1-2H3,(H,17,21)(H,19,20)(H,23,24)	1-[2-[(2-amino-4-carboxybutanoyl)amino]-3-methylbutanoyl]pyrrolidine-2-carboxylic acid	CC(C)C(C(=O)N1CCCC1C(=O)O)NC(=O)C(CCC(=O)O)N	-0.732937992	18220494	PubChem:(18220494)	2	344.18272399902344	101.596	49_Ga_QC_Iter_49
56	1	1	3	0.3645706108930393	-40.35269098003269	N/A	21.2336508290373	C2H3NO4	[M + K]+	RGHXWDVNBYKJQH	InChI=1S/C2H3NO4/c4-2(5)1-3(6)7/h1H2,(H,4,5)	2-nitroacetate	C(C(=O)O)[N+](=O)[O-]	-0.200000003	43580;43581;58863914;129811403	MeSH:(43580 43581);PubChem class - safety and toxic;PubChem:(43580 43581 58863914 129811403);PubMed	67108934	143.9682159423828	587.015	246_Ga_QC_Iter_246
57	1	1	2	0.35408258061494	-16.17178575376449	N/A	42.97250039213366	C15H26N4O5	[M + H]+	GQMNEJMFMCJJTD	InChI=1S/C15H26N4O5/c1-8(2)12(17)14(22)19-7-3-4-10(19)13(21)18-9(15(23)24)5-6-11(16)20/h8-10,12H,3-7,17H2,1-2H3,(H2,16,20)(H,18,21)(H,23,24)	5-amino-2-[[1-(2-amino-3-methylbutanoyl)pyrrolidine-2-carbonyl]amino]-5-oxopentanoic acid	CC(C)C(C(=O)N1CCCC1C(=O)NC(CCC(=O)N)C(=O)O)N	-1.21139812	18232485	PubChem:(18232485)	2	343.1984558105469	88.342	37_Ga_QC_Iter_37
58	1	1	1	0.35280075381226955	-5.543183864452957	N/A	50.54542520567427	C11H22N2O3	[M + H]+	BCXBIONYYJCSDF	InChI=1S/C11H22N2O3/c1-5-7(4)8(12)10(14)13-9(6(2)3)11(15)16/h6-9H,5,12H2,1-4H3,(H,13,14)(H,15,16)	Isoleucylvaline	CCC(C)C(C(=O)NC(C(C)C)C(=O)O)N	0.620239735	435949;449407;5246011;7408133;13879964;61157159;61172430;61173944;65545719;65545861;79011259;92272852;92272853;92272854;129367333;133126520	COCONUT:(CNP0249355);HMDB:(28920);PubChem:(435949 449407 5246011 7408133 13879964 61157159 61172430 61173944 65545719 65545861 79011259 92272852 92272853 92272854 129367333 133126520);CHEBI:(74327);additional;PubChem class - bio and metabolites;MeSH:(435949 449407);Training Set;PubMed;PubChem class - drug;Biocyc:(CPD-20379)	52971630	231.17122395833334	110.056	54_Ga_QC_Iter_54
59	1	1	1	0.34912512857530625	-44.71821917453822	N/A	49.535167779071216	C5H9NO	[M + H]+	SECXISVLQFMRJM	InChI=1S/C5H9NO/c1-6-4-2-3-5(6)7/h2-4H2,1H3	M-Pyrol	CN1CCCC1=O	0.172191098	13387;5248072;12256416;12256417;16217555;58451436;68722871;71750536;71750537;101444740	PubChem class - food;SuperNatural:(SN00252163);Maconda:(CON00048);ZINC bio:(ZINC03860621);additional;HSDB:(872-50-4);MeSH:(13387);PubMed;NORMAN:(NS00009178);COCONUT:(CNP0203476);KNApSAcK:(39855);Natural Products:(UNPD129554);PubChem:(13387 5248072 12256416 12256417 16217555 58451436 68722871 71750536 71750537 101444740);CHEBI:(7307);PubChem class - bio and metabolites;KEGG:(C11118);PubChem class - safety and toxic;PubChem class - drug;Biocyc:(CPD-20950)	255635318	100.07589975992839	99.222	47_Ga_QC_Iter_47
60	1	1	1	0.3450193430707495	-11.273328468641365	N/A	52.510498251928134	C13H24N2O	[M + H]+	ADFXKUOMJKEIND	InChI=1S/C13H24N2O/c16-13(14-11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h11-12H,1-10H2,(H2,14,15,16)	Oprea1_447813	C1CCC(CC1)NC(=O)NC2CCCCC2	3.0	4277;18342237;71309803	SuperNatural:(SN00117489);Maconda:(CON00295);ZINC bio:(ZINC00157375);additional;MeSH:(4277);PubMed;NORMAN:(NS00010594);COCONUT:(CNP0081659);Natural Products:(UNPD39445);PubChem:(4277 18342237 71309803);CHEBI:(93429);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set	87876710	225.19595845540366	302.521	152_Ga_QC_Iter_152
61	2	1	10	0.3438376882903855	-151.37115989278777	N/A	33.55886389825375	C32H55N9O12	[M + H]+	FKMUPYXDTASXPW	InChI=1S/C32H55N9O12/c1-15(2)9-19(37-24(44)13-35-23(43)12-33)30(51)39-20(10-16(3)4)31(52)41-27(17(5)6)32(53)38-18(7-8-22(34)42)29(50)40-21(11-25(45)46)28(49)36-14-26(47)48/h15-21,27H,7-14,33H2,1-6H3,(H2,34,42)(H,35,43)(H,36,49)(H,37,44)(H,38,53)(H,39,51)(H,40,50)(H,41,52)(H,45,46)(H,47,48)	null	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NCC(=O)O)NC(=O)CNC(=O)CN	-4.4000001	10212556	PubChem:(10212556)	2	758.408447265625	215.374	119_Ga_QC_Iter_119
62	1	1	11	0.33621551578232095	-119.46555640618487	N/A	50.76173470528174	C31H53N7O10	[M + H]+	FLBQDKBUQDLELC	InChI=1S/C31H53N7O10/c1-7-17(6)25(31(47)48)38-29(45)21(14-23(40)41)35-28(44)20(13-15(2)3)36-30(46)24(16(4)5)37-27(43)19(10-11-22(32)39)34-26(42)18-9-8-12-33-18/h15-21,24-25,33H,7-14H2,1-6H3,(H2,32,39)(H,34,42)(H,35,44)(H,36,46)(H,37,43)(H,38,45)(H,40,41)(H,47,48)	null	CCC(C)C(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CCC(=O)N)NC(=O)C1CCCN1	-2.0999999	134826980	PubChem:(134826980);PubMed	66	684.3915100097656	197.102	104_Ga_QC_Iter_104
63	1	1	1	0.3248359881289893	-10.304656309657778	N/A	40.827010686597816	C16H29N3O4	[M + H]+	NHXZRXLFOBFMDM	InChI=1S/C16H29N3O4/c1-9(2)8-11(16(22)23)18-14(20)12-6-5-7-19(12)15(21)13(17)10(3)4/h9-13H,5-8,17H2,1-4H3,(H,18,20)(H,22,23)	Diprotin B	CC(C)CC(C(=O)O)NC(=O)C1CCCN1C(=O)C(C(C)C)N	0.793922126	146208;4311310;7408179;92177215;92470593;102565440;129360251;129360252	COCONUT:(CNP0315235);KNApSAcK:(18580);PubChem:(146208 4311310 7408179 92177215 92470593 102565440 129360251 129360252);ZINC bio:(ZINC02522609 ZINC04899506 ZINC14827485);additional;PubChem class - bio and metabolites;MeSH:(146208 4311310);PubChem class - safety and toxic;Training Set;PubMed	86532182	328.2220052083333	171.801	86_Ga_QC_Iter_86
64	1	1	8	0.3188022028532298	-183.04438657632204	N/A	56.96241330185989	C38H60N8O12	[M + H]+	JLORKNKJYNAHLI	InChI=1S/C38H60N8O12/c1-6-19(3)29(43-34(53)27-9-8-16-46(27)37(56)24(39)17-22-10-12-23(49)13-11-22)35(54)42-26(18-47)33(52)45-31(21(5)48)36(55)41-25(14-15-28(40)50)32(51)44-30(38(57)58)20(4)7-2/h10-13,19-21,24-27,29-31,47-49H,6-9,14-18,39H2,1-5H3,(H2,40,50)(H,41,55)(H,42,54)(H,43,53)(H,44,51)(H,45,52)(H,57,58)	null	CCC(C)C(C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)NC(CCC(=O)N)C(=O)NC(C(C)CC)C(=O)O)NC(=O)C1CCCN1C(=O)C(CC2=CC=C(C=C2)O)N	-0.917942047	10395641	PubChem:(10395641)	2	821.4408976236979	226.273	127_Ga_QC_Iter_127
65	10	1	10	0.3132331130453569	-141.6632352028068	N/A	48.295031323505	C31H51N7O13	[M + H]+	XKRINCXAZWPEAR	InChI=1S/C31H51N7O13/c1-14(2)13-20(36-26(45)16(4)33-25(44)15(3)32)28(47)37-24(17(5)39)30(49)38-12-6-7-21(38)29(48)34-18(8-10-22(40)41)27(46)35-19(31(50)51)9-11-23(42)43/h14-21,24,39H,6-13,32H2,1-5H3,(H,33,44)(H,34,48)(H,35,46)(H,36,45)(H,37,47)(H,40,41)(H,42,43)(H,50,51)	2-[[2-[[1-[2-[[2-[2-(2-aminopropanoylamino)propanoylamino]-4-methylpentanoyl]amino]-3-hydroxybutanoyl]pyrrolidine-2-carbonyl]amino]-4-carboxybutanoyl]amino]pentanedioic acid	CC(C)CC(C(=O)NC(C(C)O)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)O)NC(=O)C(C)NC(=O)C(C)N	-2.21768284	21267678	PubChem:(21267678)	2	730.3570353190104	202.059	111_Ga_QC_Iter_111
66	1	1	4	0.2986058472129797	-147.22275780407196	N/A	36.63784685349656	C30H49N7O10	[M + H]+	OYZZWGQGKKQVQJ	InChI=1S/C30H49N7O10/c1-14(2)22(34-26(42)20-10-7-11-36(20)28(44)17(6)32-24(40)16(5)31)27(43)35-23(15(3)4)29(45)37-12-8-9-19(37)25(41)33-18(30(46)47)13-21(38)39/h14-20,22-23H,7-13,31H2,1-6H3,(H,32,40)(H,33,41)(H,34,42)(H,35,43)(H,38,39)(H,46,47)	null	CC(C)C(C(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC(CC(=O)O)C(=O)O)NC(=O)C2CCCN2C(=O)C(C)NC(=O)C(C)N	-2.9000001	10233454	PubChem:(10233454)	2	668.359619140625	203.27	112_Ga_QC_Iter_112
67	2	1	2	0.2947999685212766	-116.32376842504482	N/A	19.215849580250072	C2H4FNOS	[M + H]+	BTTKUJKILAAFMH	InChI=1S/C2H4FNOS/c1-4-2(5)6-3/h1H3,(H,4,5)	null	CNC(=O)SF	0.600000024	89864742	PubChem:(89864742)	2	110.00871022542317	15.792	1_Ga_QC_Iter_1
68	7	1	10	0.2905128590709109	-138.1895738052521	N/A	22.941811939395183	C38H54N6O10	[M + H]+	JZUYNABUKMSETC	InChI=1S/C38H54N6O10/c1-21(2)17-29(43-37(52)30(18-22(3)4)42-34(49)27(39)19-24-9-7-6-8-10-24)36(51)40-23(5)33(48)41-28(15-16-32(46)47)35(50)44-31(38(53)54)20-25-11-13-26(45)14-12-25/h6-14,21-23,27-31,45H,15-20,39H2,1-5H3,(H,40,51)(H,41,48)(H,42,49)(H,43,52)(H,44,50)(H,46,47)(H,53,54)	null	CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)O)NC(=O)C(CC2=CC=CC=C2)N	2.43274522	9810737	PubChem:(9810737)	2	755.3921712239584	199.681	110_Ga_QC_Iter_110
69	10	2	16	0.2895839189580541	-134.75018117685477	N/A	33.574276993438545	C41H58O6	[M + H3N + H]+	QDMTVFWHWUCGNU	InChI=1S/C41H58O6/c1-28(18-14-20-30(3)22-36-37(6,7)25-34(46-32(5)42)26-39(36,10)45)16-12-13-17-29(2)19-15-21-31(4)35(44)27-41-38(8,9)23-33(43)24-40(41,11)47-41/h12-22,33-34,43,45H,23-27H2,1-11H3	null	CC(=CC=CC=C(C)C=CC=C(C)C(=O)CC12C(CC(CC1(O2)C)O)(C)C)C=CC=C(C)C=C3C(CC(CC3(C)O)OC(=O)C)(C)C	8.39999962	14015875;88892418;91282015	PubChem:(14015875 88892418 91282015)	2	664.4635416666666	366.619	181_Ga_QC_Iter_181
70	1	1	3	0.2841392494675633	-31.510259822281288	N/A	85.30801873280886	C16H29N3O4S	[M + H]+	QLESZRANMSYLCZ	InChI=1S/C16H29N3O4S/c1-4-10(2)13(16(22)23)18-14(20)12-6-5-8-19(12)15(21)11(17)7-9-24-3/h10-13H,4-9,17H2,1-3H3,(H,18,20)(H,22,23)	2-[[1-(2-amino-4-methylsulfanylbutanoyl)pyrrolidine-2-carbonyl]amino]-3-methylpentanoic acid	CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCSC)N	0.659869134	18222955	PubChem:(18222955)	2	360.1968180338542	180.271	92_Ga_QC_Iter_92
71	1	1	1	0.2831468566992981	-0.7564541616548002	N/A	9050.475906424812	C23H46NO7P	[M + H]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	480.3087870279948	388.47	197_Ga_QC_Iter_197
72	1	1	1	0.2822683641305555	-30.5084329343375	N/A	36.78845890299877	C18H39NO2	[M + H]+	CPHJEACXPATRSU	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19(15-17-20)16-18-21/h20-21H,2-18H2,1H3	N-Tetradecyl diethanolamine	CCCCCCCCCCCCCCN(CCO)CCO	5.5999999	12942137	NORMAN:(NS00026192);Training Set;PubChem:(12942137)	278530	302.3052266438802	311.03	156_Ga_QC_Iter_156
73	2	1	9	0.28054951624904	-306.3957140551556	N/A	68.79293371444695	C37H40N4O6	[M + H3N + H]+	MBALQPGBTBEMCF	InChI=1S/C37H40N4O6/c42-34(38-28-14-12-16-30(24-28)40-36(44)26-46-32-18-6-4-7-19-32)22-10-2-1-3-11-23-35(43)39-29-15-13-17-31(25-29)41-37(45)27-47-33-20-8-5-9-21-33/h4-9,12-21,24-25H,1-3,10-11,22-23,26-27H2,(H,38,42)(H,39,43)(H,40,44)(H,41,45)	N,N''-bis[3-[(2-phenoxyacetyl)amino]phenyl]nonanediamide	C1=CC=C(C=C1)OCC(=O)NC2=CC=CC(=C2)NC(=O)CCCCCCCC(=O)NC3=CC(=CC=C3)NC(=O)COC4=CC=CC=C4	5.9000001	17231733	PubChem:(17231733)	2	654.3329264322916	411.453	206_Ga_QC_Iter_206
74	2	1	4	0.26394745818115734	-121.85072949012621	N/A	15.523414579221024	C3H7Cl2FN2	[M + Na]+	NBMYPSRQYNZDMH	InChI=1S/C3H7Cl2FN2/c4-3(5,8)2(6)1-7/h2H,1,7-8H2	null	C(C(C(N)(Cl)Cl)F)N	0.0	19902640	PubChem:(19902640)	2	182.98529052734375	65.332	25_Ga_QC_Iter_25
75	1	1	1	0.2637124712009456	-27.79658395179646	N/A	46.540997264249626	C13H23N3O4	[M + H]+	SSFWXSNOKDZNHY	InChI=1S/C13H23N3O4/c1-3-8(2)11(13(19)20)15-12(18)9-5-4-6-16(9)10(17)7-14/h8-9,11H,3-7,14H2,1-2H3,(H,15,18)(H,19,20)	L-Isoleucine, N-(1-glycyl-L-prolyl)-	CCC(C)C(C(=O)O)NC(=O)C1CCCN1C(=O)CN	-0.343444079	18221119;71407980	PubChem:(18221119 71407980)	2	286.1761932373047	125.857	63_Ga_QC_Iter_63
76	1	1	1	0.26281667011825083	-18.106912567260824	N/A	71.91400260044198	C6H13NO2	[M + H]+	AGPKZVBTJJNPAG	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)	Isoleucine	CCC(C)C(C(=O)O)N	0.20294942	791;6306;76551;94206;99288;4317601;7043901;5351546;5460905;5460906;5460908;5460910;5460911;10582819;10582820;10606773;10606774;10678278;10678279;10678280;10678281;6950182;6950183;6950184;10725393;10773015;10773016;9989320;13000967;13000968;11051686;10154074;10219451;10313152;10313158;10396882;11966294;10441745;17757247;16219515;20831711;20831712;25244449;53641908;57397079;56992258;57616899;57616932;57616933;57616955;58618384;87229102;87229117;88901886;88901896;88901907;88901912;90858293;89565433;102009867;102009868;101692412;101692413;101692414;101692415;101265968;101365133;101365134;101865217;102504699;102504700;101966859;102601827;123300802;124202798;129830009;139024971	HMDB:(172 557 33923);PubChem class - food;SuperNatural:(SN00376815 SN00003425 SN00239654 SN00155798);ZINC bio:(ZINC00388312 ZINC00388313 ZINC00388314 ZINC03581355);additional;HSDB:(73-32-5);MeSH:(791 6306 99288 5351546);Plantcyc:(ILE);PubMed;NORMAN:(NS00009745);COCONUT:(CNP0097481 CNP0262263 CNP0337843);KNApSAcK:(1374);Natural Products:(UNPD18022 UNPD191053 UNPD149021 UNPD155405);PubChem:(791 6306 76551 94206 99288 4317601 7043901 5351546 5460905 5460906 5460908 5460910 5460911 10582819 10582820 10606773 10606774 10678278 10678279 10678280 10678281 6950182 6950183 6950184 10725393 10773015 10773016 9989320 13000967 13000968 11051686 10154074 10219451 10313152 10313158 10396882 11966294 10441745 17757247 16219515 20831711 20831712 25244449 53641908 57397079 56992258 57616899 57616932 57616933 57616955 58618384 87229102 87229117 88901886 88901896 88901907 88901912 90858293 89565433 102009867 102009868 101692412 101692413 101692414 101692415 101265968 101365133 101365134 101865217 102504699 102504700 101966859 102601827 123300802 124202798 129830009 139024971);CHEBI:(85338 85306 43433 38264 32608 20899 32609 32605 17191 58045 32604 27730);PubChem class - bio and metabolites;KEGG:(C00407 C16434 C06418 C21096 C21092);PubChem class - safety and toxic;YMDB:(853 38);PubChem class - drug;Biocyc:(ILE SMA-0000703 CPD1A0-6160 SMA-0000496 CPD-12149 CPD-17659 SMA-0000246 CPD-16506)	255830910	132.10267639160156	61.707	23_Ga_QC_Iter_23
77	1	1	1	0.26037959952706646	-39.83222346394553	N/A	68.77619339154238	C4H9NS	[M + H]+	OWBUOEIQDRTTST	InChI=1S/C4H9NS/c1-5-3-4-6-2/h1,5H,3-4H2,2H3	null	CSCCN[CH]	0.400000006	57541021	PubChem:(57541021)	2	104.05276234944661	36.38	10_Ga_QC_Iter_10
